City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
487,Ballina,AU,-28.8667,153.5667,59.02,98,8,5.99,clear sky
488,Conde,BR,-7.2597,-34.9075,83.66,65,20,11.5,few clouds
489,Sept-Iles,CA,50.2001,-66.3821,36.12,65,100,9.22,light rain
490,Himensulan,PH,10.5967,124.2821,78.66,77,68,9.42,broken clouds
491,Bell Ville,AR,-32.6259,-62.6887,88.66,23,98,10.89,overcast clouds
492,Auki,SB,-8.7676,160.7034,77.43,88,100,4.76,moderate rain
493,Yishui,CN,35.7847,118.6281,60.71,98,100,3.65,overcast clouds
494,Houma,US,29.5958,-90.7195,80.6,45,0,9.22,clear sky
495,Sao Pedro,BR,-22.5486,-47.9139,71.2,84,100,8.55,overcast clouds
496,Khash,IR,28.2211,61.2158,61.03,33,98,3.76,overcast clouds
497,Norrtalje,SE,59.758,18.705,57.43,84,100,15.9,overcast clouds
498,Ostrovnoy,RU,68.0531,39.5131,38.34,96,100,19.01,overcast clouds
499,Sao Felix Do Xingu,BR,-6.6447,-51.995,94.55,33,100,2.95,overcast clouds
500,Ziyang,CN,29.2497,117.8547,67.06,83,0,4.16,clear sky
501,Puerto Colombia,CO,10.9878,-74.9547,73.49,80,94,9.55,light rain
502,Kununurra,AU,-15.7667,128.7333,78.78,83,6,3.44,clear sky
503,Northam,GB,51.0333,-4.2167,56.39,91,6,13.22,clear sky
504,Bowen,AU,-20.0167,148.2333,72.28,73,0,9.98,clear sky
505,Sorland,NO,67.667,12.6934,48.06,81,96,30.71,overcast clouds
506,Voyvozh,RU,62.892,54.9635,25.61,97,100,2.66,overcast clouds
507,Limbang,MY,4.75,115.0,77.11,97,100,2.3,overcast clouds
508,Yongan,CN,39.6957,113.6871,36.19,97,100,10.92,light rain
509,Lircay,PE,-12.9896,-74.7205,66.2,28,78,10.42,broken clouds
510,Valera,VE,9.3178,-70.6036,78.28,90,96,2.73,overcast clouds
511,Portel,BR,-1.9356,-50.8211,89.47,48,100,4.61,overcast clouds
512,Kutum,SD,14.2,24.6667,70.5,25,0,11.25,clear sky
513,Baraboo,US,43.4711,-89.7443,35.01,74,100,9.22,overcast clouds
514,Guerrero Negro,MX,27.9769,-114.0611,69.08,34,100,1.57,overcast clouds
515,Nurota,UZ,40.5614,65.6886,39.02,64,88,5.53,overcast clouds
516,Kudahuvadhoo,MV,2.6708,72.8944,81.45,78,100,16.46,overcast clouds
517,Xining,CN,36.6167,101.7667,28.53,94,100,1.03,overcast clouds
518,Sawakin,SD,19.1059,37.3321,84.33,68,100,10.16,overcast clouds
519,Soure,BR,-0.7167,-48.5233,82.47,72,100,8.55,overcast clouds
520,Batsfjord,NO,70.6345,29.7185,35.53,93,75,3.44,broken clouds
521,Talagang,PK,32.9297,72.4158,61.95,39,0,2.13,clear sky
522,Lososina,RU,48.9975,140.3106,28.47,91,100,6.44,overcast clouds
523,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,80.82,73,16,8.03,few clouds
524,Aquiraz,BR,-3.9014,-38.3911,89.46,66,74,12.17,broken clouds
525,Huarmey,PE,-10.0681,-78.1522,70.23,72,26,12.64,scattered clouds
526,Te Anau,NZ,-45.4167,167.7167,52.68,80,100,0.58,overcast clouds
527,San Pedro De Cajas,PE,-11.2511,-75.8617,52.41,60,92,7.63,overcast clouds
528,Tonstad,NO,58.6626,6.7169,59.2,98,100,11.27,overcast clouds
529,Meulaboh,ID,4.1363,96.1285,75.85,90,100,3.56,moderate rain
530,Arzgir,RU,45.3728,44.2206,44.82,86,2,7.72,clear sky
531,Chiguayante,CL,-36.9167,-73.0167,57.72,77,100,16.11,overcast clouds
532,General Roca,AR,-39.0333,-67.5833,72.3,41,43,12.06,scattered clouds
533,Atambua,ID,-9.1061,124.8925,74.93,86,67,3.04,broken clouds
534,Hay River,CA,60.8156,-115.7999,13.98,73,75,11.5,broken clouds
535,Lieksa,FI,63.3167,30.0167,45.54,80,5,15.68,clear sky
536,Shenjiamen,CN,29.9576,122.298,68.99,95,14,8.75,few clouds
537,Ugleuralskiy,RU,58.9534,57.5846,35.29,99,100,5.95,light snow
538,Kirakira,SB,-10.4544,161.9205,79.41,87,100,9.53,overcast clouds
539,Luganville,VU,-15.5333,167.1667,78.15,88,100,6.06,moderate rain
540,Saint Anthony,US,45.0205,-93.218,31.93,78,100,17.27,overcast clouds
541,Totma,RU,59.9747,42.7642,44.24,90,100,13.22,light rain
542,Sambava,MG,-14.2667,50.1667,72.36,82,26,8.61,scattered clouds
543,Tambovka,RU,50.0969,128.0489,16.41,95,94,9.4,overcast clouds
544,Olafsvik,IS,64.8945,-23.7142,40.53,91,100,12.46,overcast clouds
545,Belaya Kholunitsa,RU,58.84,50.8528,41.16,99,100,6.51,overcast clouds
546,Kachug,RU,53.9606,105.8817,16.36,92,100,2.01,overcast clouds
547,Marsh Harbour,BS,26.5412,-77.0636,81.91,72,10,13.8,clear sky
548,Laela,TZ,-8.5667,32.05,67.87,56,83,2.51,broken clouds
549,Careiro Da Varzea,BR,-3.2003,-59.8119,92.03,39,90,1.3,overcast clouds
550,La Fleche,FR,47.6982,-0.0755,52.93,79,58,7.65,broken clouds
551,Acajutla,SV,13.5928,-89.8275,82.4,73,88,8.77,overcast clouds
552,Batagay-Alyta,RU,67.8006,130.4114,-12.33,93,100,0.72,overcast clouds
553,Labrea,BR,-7.2586,-64.7981,87.28,63,100,1.81,overcast clouds
554,Lugazi,UG,0.3772,32.9197,63.05,94,99,1.86,light rain
555,Manjacaze,MZ,-24.7117,33.8828,72.61,90,80,5.91,broken clouds
556,Mana,GF,5.6592,-53.7767,81.73,79,62,7.07,broken clouds
557,Biggar,GB,55.6167,-3.5167,58.78,89,100,13.18,overcast clouds
558,Itarare,BR,-24.1125,-49.3317,69.31,70,100,7.63,moderate rain
559,Victor Harbor,AU,-35.5667,138.6167,59.68,86,100,9.6,moderate rain
560,Aksha,RU,50.2814,113.2867,16.97,77,0,3.62,clear sky
561,Charyshskoye,RU,51.3978,83.5598,26.37,90,100,3.78,overcast clouds
562,Pemex,MX,18.4395,-96.3461,83.37,69,3,5.93,clear sky
563,Kiama,AU,-34.6833,150.8667,61.38,90,3,4.99,clear sky
564,Dunedin,NZ,-45.8742,170.5036,53.82,83,100,2.46,overcast clouds
565,Rocha,UY,-34.4833,-54.3333,74.84,59,5,13.38,clear sky
566,Los Llanos De Aridane,ES,28.6585,-17.9182,67.75,88,20,5.75,few clouds
567,Sagua La Grande,CU,22.8067,-80.0756,83.39,61,85,2.57,moderate rain
568,Aranos,NA,-24.1333,19.1167,80.83,19,88,11.95,overcast clouds
569,Sivas,TR,39.7916,37.0019,36.23,93,0,2.3,clear sky
570,Kieta,PG,-6.2167,155.6333,78.37,85,100,1.92,light rain
571,Sieradz,PL,51.5958,18.7302,48.65,70,100,8.52,overcast clouds
572,Maracaibo,VE,10.6317,-71.6406,83.21,75,66,1.9,broken clouds
573,Zhigansk,RU,66.7697,123.3711,-25.13,99,74,7.74,broken clouds
574,Bandarbeyla,SO,9.4942,50.8122,79.47,71,97,14.83,overcast clouds
575,Chippewa Falls,US,44.9369,-91.3929,32.18,75,100,10.36,overcast clouds
576,Haines Junction,CA,60.7522,-137.5108,15.75,92,100,1.14,overcast clouds
577,Ahuimanu,US,21.4447,-157.8378,79.2,56,40,8.05,scattered clouds
578,Sao Joao Da Barra,BR,-21.6403,-41.0511,82.49,89,59,11.95,broken clouds
579,Sydney,AU,-33.8679,151.2073,61.63,90,0,1.01,clear sky
580,Sitka,US,57.0531,-135.33,42.69,81,100,3.44,overcast clouds
581,Cullen,GB,57.6904,-2.8182,61.21,79,73,11.01,broken clouds
582,Filadelfia,US,39.9523,-75.1638,69.89,93,100,10.36,moderate rain
583,Sirsi,IN,14.6167,74.85,71.38,59,98,8.05,overcast clouds
584,Topolobampo,MX,25.6,-109.05,76.91,38,0,18.41,clear sky
585,Vila Franca Do Campo,PT,37.7167,-25.4333,61.21,75,100,3.76,overcast clouds
586,Mendi,PG,-6.1761,143.6513,50.94,96,59,3.4,broken clouds
587,Yegros,PY,-26.45,-56.4,86.2,54,56,1.99,broken clouds
588,Kaili,ID,-3.4626,120.2147,66.6,94,100,3.18,overcast clouds
589,Copiapo,CL,-27.3667,-70.3333,64.09,36,100,8.93,overcast clouds
590,Benghazi,LY,32.1167,20.0667,68.4,60,4,14.72,clear sky
591,New Glasgow,CA,45.5834,-62.6486,52.79,70,100,2.53,overcast clouds
592,Noumea,NC,-22.2763,166.4572,77.0,99,100,9.55,overcast clouds
593,Wawa,NG,9.9022,4.4192,82.54,41,100,2.06,overcast clouds
594,Lima,PE,-12.0432,-77.0282,64.65,72,100,14.97,overcast clouds
595,Caninde De Sao Francisco,BR,-9.66,-37.7894,87.75,50,79,12.62,broken clouds
596,San Jose,US,37.3394,-121.895,60.85,60,100,6.91,overcast clouds
597,Waipawa,NZ,-41.4122,175.5153,62.01,86,77,3.71,broken clouds
598,Teknaf,BD,20.8624,92.3058,70.43,78,5,6.08,clear sky
599,Salinas,US,36.6777,-121.6555,60.8,54,0,5.75,clear sky
600,Zyryanka,RU,65.75,150.85,-27.67,100,98,2.82,overcast clouds
601,Tessalit,ML,20.1986,1.0114,76.59,12,2,9.91,clear sky
602,Saint-Louis,SN,16.3333,-15.0,87.66,11,100,9.84,overcast clouds
603,Pilani,IN,28.3684,75.6041,69.17,41,0,4.65,clear sky
604,Peniche,PT,39.3558,-9.3811,62.46,85,0,9.13,clear sky
605,Nakhon Phanom,TH,17.3333,104.4167,70.29,86,41,2.71,scattered clouds
606,Vila,PT,42.0304,-8.1588,54.48,80,0,6.42,clear sky
607,Semarang,ID,-6.9932,110.4203,75.99,94,100,4.56,heavy intensity rain
608,Richards Bay,ZA,-28.783,32.0377,72.46,80,100,14.88,overcast clouds
609,Kitami,JP,43.8031,143.8908,36.12,63,99,7.18,overcast clouds
610,Maxixe,MZ,-23.8597,35.3472,75.33,87,10,5.73,clear sky
611,Sundumbili,ZA,-29.1337,31.3975,71.8,81,100,14.12,overcast clouds
612,Hermon,US,44.8101,-68.9134,63.99,60,75,4.61,broken clouds
613,Cefa,RO,46.9167,21.7333,48.61,93,20,2.3,few clouds
614,Kolar,IN,13.1333,78.1333,68.76,95,100,12.46,heavy intensity rain
615,Edd,ER,13.9297,41.6925,83.79,42,0,18.32,clear sky
616,Churapcha,RU,62.0025,132.4325,1.8,90,100,12.55,overcast clouds
617,Freetown,SL,8.484,-13.2299,82.11,78,75,6.91,light rain
618,Kalamb,IN,19.05,73.95,67.1,61,47,4.16,scattered clouds
619,Dubuque,US,42.4833,-90.8668,32.63,62,75,12.66,broken clouds
620,Buritis,BR,-15.6178,-46.4233,88.38,43,72,2.84,moderate rain
621,Kulhudhuffushi,MV,6.6221,73.07,81.1,72,100,2.66,overcast clouds
622,Sulangan,PH,11.1373,123.7228,82.53,81,27,11.39,scattered clouds
623,Limoux,FR,42.9167,2.1667,58.1,83,11,8.23,few clouds
624,Lasa,IT,46.6166,10.7002,50.88,48,97,0.72,overcast clouds
625,Paracatu,BR,-17.2222,-46.8747,81.37,52,81,5.79,light rain
626,Terre Haute,US,39.4667,-87.4139,48.47,66,100,16.11,overcast clouds
627,Santa Lucia,ES,27.9117,-15.5407,63.77,83,20,11.5,few clouds
628,Hokitika,NZ,-42.7167,170.9667,57.81,80,100,1.03,overcast clouds
629,Iquitos,PE,-3.7481,-73.2472,89.64,70,40,3.44,scattered clouds
630,Greenville,US,35.6127,-77.3663,80.55,85,100,14.97,overcast clouds
631,Tongzi,CN,28.7829,105.0877,65.89,89,100,7.45,overcast clouds
632,Haimen,CN,23.1935,116.6142,73.29,87,100,11.65,overcast clouds
633,Alexandria,EG,31.2156,29.9553,64.94,58,1,11.05,clear sky
634,Maha Sarakham,TH,16.3333,103.6667,77.18,74,94,6.67,overcast clouds
635,Dargaville,NZ,-35.9333,173.8833,65.41,73,26,5.61,scattered clouds
636,Okha,RU,53.5739,142.9478,25.39,80,100,7.02,overcast clouds
637,Tamiahua,MX,21.2667,-97.45,82.65,69,0,10.33,clear sky
638,Kabinda,CD,-6.1333,24.4833,65.79,99,100,5.35,moderate rain
639,Port Moresby,PG,-9.4431,147.1797,75.65,87,100,6.71,overcast clouds
640,Mabaruma,GY,8.2,-59.7833,82.62,75,57,5.61,broken clouds
641,Umm Kaddadah,SD,13.6017,26.6876,74.91,23,4,13.62,clear sky
642,Bilibino,RU,68.0546,166.4372,-24.43,99,81,4.47,broken clouds
643,Sohag,EG,26.557,31.6948,68.29,38,0,7.09,clear sky
644,Nemuro,JP,43.3236,145.575,46.08,63,81,13.62,broken clouds
645,Nyrob,RU,60.733,56.7202,31.14,99,100,1.59,light snow
646,Mitu,CO,1.1983,-70.1733,80.91,82,97,2.8,overcast clouds
647,Diu,IN,20.7141,70.9822,77.52,45,18,9.4,few clouds
648,Tete,MZ,-16.1564,33.5867,86.09,28,40,16.11,scattered clouds
649,Kenai,US,60.5544,-151.2583,33.15,99,100,9.22,overcast clouds
650,Nioro,GM,13.35,-15.75,79.92,25,100,3.15,overcast clouds
651,Baie-Comeau,CA,49.2168,-68.1489,35.28,87,100,14.97,snow
652,Riberalta,BO,-10.9833,-66.1,90.28,50,75,2.57,broken clouds
653,Shelopugino,RU,51.6514,117.5599,5.11,93,8,3.44,clear sky
654,Mahajanga,MG,-15.7167,46.3167,80.62,83,40,8.05,scattered clouds
655,Rorvik,NO,64.8621,11.2373,48.31,93,75,18.41,light intensity drizzle rain
656,Villarrubia De Los Ojos,ES,39.2209,-3.608,59.04,75,42,10.58,scattered clouds
657,Swan Hill,AU,-35.3378,143.5544,58.91,92,100,7.47,overcast clouds
658,Koindu,GN,8.4386,-10.3253,72.95,81,66,3.27,broken clouds
659,Ngunguru,NZ,-35.6167,174.5,63.34,83,8,7.18,clear sky
660,Cardinal,CA,44.7834,-75.3826,65.21,68,100,3.44,overcast clouds
661,Semey,KZ,50.4111,80.2275,28.6,81,100,7.81,overcast clouds
662,Assiniboia,CA,49.6334,-105.9845,8.42,66,8,4.61,clear sky
663,Esso,RU,55.9333,158.7,6.44,97,100,6.31,overcast clouds
664,Buenos Aires,AR,-34.6132,-58.3772,85.89,50,0,14.97,clear sky
665,Mamit,IN,23.9333,92.4833,57.69,97,3,2.24,clear sky
666,Ossora,RU,59.2353,163.0719,32.79,98,100,11.03,snow
667,Jizan,SA,17.3333,42.6667,83.34,65,0,1.86,clear sky
668,Kamaishi,JP,39.2667,141.8833,51.64,82,30,8.46,scattered clouds
669,Bon Air,US,37.5249,-77.5578,75.02,85,100,10.36,thunderstorm with light rain
670,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,23.59,50,0,17.9,clear sky
671,Oistins,BB,13.0667,-59.5333,84.29,74,20,14.97,few clouds
672,Nueva Loja,EC,0.0847,-76.8828,87.82,62,20,4.61,few clouds
673,Safaga,EG,26.7292,33.9365,73.49,52,0,12.12,clear sky
674,Benemerito De Las Americas,MX,16.5167,-90.6439,88.95,47,6,3.31,clear sky
675,Angoche,MZ,-16.2325,39.9086,78.1,83,1,9.01,clear sky
676,Aykhal,RU,66.0,111.5,2.8,96,100,12.5,light snow
677,Ulaangom,MN,49.9811,92.0667,18.61,87,100,0.67,overcast clouds
678,Port-De-Bouc,FR,43.4,4.9833,69.96,84,0,4.61,clear sky
679,Methoni,GR,36.8197,21.7049,63.21,71,33,1.28,scattered clouds
680,Palu,ID,-0.8917,119.8707,74.82,95,100,2.93,overcast clouds
681,Winthrop,US,42.3751,-70.9828,72.52,67,100,11.5,overcast clouds
682,Ust-Kulom,RU,61.6864,53.6902,30.61,98,100,3.44,overcast clouds
683,Concepcion Del Oro,MX,24.6333,-101.4167,73.06,19,0,8.19,clear sky
684,Lata,PT,40.1629,-8.3327,60.08,76,0,5.41,clear sky
685,El Retorno,CO,2.3302,-72.6276,84.97,71,55,2.89,broken clouds
686,Sale,MA,34.0389,-6.8166,65.75,94,0,0.0,clear sky
687,Olesno,PL,50.877,18.4209,46.99,70,100,6.73,overcast clouds
688,Sabang,ID,5.8933,95.3214,77.27,86,100,4.72,light rain
689,Dombarovskiy,RU,50.7587,59.5386,33.49,91,100,15.55,overcast clouds
690,Maningrida,AU,-12.0667,134.2667,82.33,72,20,7.05,few clouds
691,Sokoni,TZ,-6.4333,39.55,78.66,83,2,8.72,clear sky
692,Tautira,PF,-17.7333,-149.15,77.68,76,53,4.25,broken clouds
693,Gizo,SB,-8.103,156.8419,80.87,77,100,5.23,moderate rain
694,Kemijarvi,FI,66.7131,27.4306,35.08,91,35,9.6,scattered clouds
695,Brae,GB,60.3964,-1.353,51.66,87,88,18.03,overcast clouds
696,Champerico,GT,14.3,-91.9167,90.14,68,3,5.79,clear sky
697,Prado,BR,-17.3411,-39.2208,77.04,80,95,9.91,overcast clouds
698,Zhuzhou,CN,27.8333,113.15,71.73,55,17,3.65,few clouds
699,Half Moon Bay,US,37.4636,-122.4286,60.91,66,0,5.75,clear sky
700,Kichmengskiy Gorodok,RU,59.9816,45.7854,43.18,95,100,11.3,overcast clouds
701,Catuday,PH,16.2923,119.8062,79.3,80,8,10.89,clear sky
702,Gondar,ET,12.6,37.4667,57.58,73,14,3.65,few clouds
703,Pailon,BO,-17.65,-62.75,94.68,34,100,14.97,overcast clouds
704,Wajid,SO,3.8093,43.2471,78.49,54,73,14.12,broken clouds
705,Kathmandu,NP,27.7167,85.3167,55.62,82,20,0.0,few clouds
706,Kotelnich,RU,58.3089,48.348,42.13,94,100,8.66,overcast clouds
707,Qaqortoq,GL,60.7167,-46.0333,22.19,95,100,1.9,overcast clouds
708,Laguna,US,38.421,-121.4238,61.63,61,0,4.61,clear sky
709,Masterton,NZ,-40.9597,175.6575,58.89,86,54,4.21,broken clouds
710,Ereymentau,KZ,51.6199,73.1033,28.74,95,100,21.61,light snow
711,Kotar,IN,24.7167,80.9833,67.68,48,5,3.42,clear sky
712,Dibulla,CO,11.2725,-73.3091,81.23,86,96,3.65,moderate rain
713,Mestia,GE,43.0458,42.7278,33.48,61,3,3.36,clear sky
714,Husavik,IS,66.0449,-17.3389,37.71,99,100,6.22,overcast clouds
715,Belmonte,BR,-15.8631,-38.8828,78.39,75,89,8.55,overcast clouds
716,Mojo,ET,8.6,39.1167,59.86,83,85,7.74,overcast clouds
717,Griffith,US,41.5284,-87.4237,49.24,55,40,13.8,scattered clouds
718,Trabzon,TR,40.9167,39.8333,50.09,82,75,5.75,broken clouds
719,Arlit,NE,18.7369,7.3853,79.7,13,0,9.86,clear sky
720,Sioux Lookout,CA,50.1001,-91.917,21.27,86,100,10.36,light snow
721,Sire,NG,12.9299,5.2043,81.52,25,66,4.07,broken clouds
722,Kawalu,ID,-7.3817,108.2082,71.87,97,100,0.74,overcast clouds
723,Sarangani,PH,5.4033,125.4636,82.8,75,92,11.27,overcast clouds
724,Diamantino,BR,-14.4086,-56.4461,79.34,68,100,7.11,moderate rain
725,Khani,GE,41.9563,42.9566,38.77,79,2,3.53,clear sky
726,Grand-Lahou,CI,5.1367,-5.0242,77.92,87,100,7.74,light rain
727,Morgan City,US,29.6994,-91.2068,81.0,47,0,6.91,clear sky
728,Fort Frances,CA,48.5999,-93.4003,26.17,74,100,18.41,overcast clouds
